FECHA;PAÍS;REGIÓN;MUNICIPIO;"DEPARTAMENTO
NO TOCAR";VEREDA;VARIABLE;EVENTO;URL ;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-03;COLOMBIA;OCCIDENTE / EJE CAFETERO;MONTERÍA;CORDOBA;;PP / ATAQUE;El infante de Marina identificado como Armando Arrieta Pontón, resultó gravemente herido tras ser atacado a bala por sicarios en motocicleta en el sur de Sincelejo.;https://caracol.com.co/2025/05/03/atentan-contra-infante-de-marina-en-sincelejo-lo-hirieron-a-bala-por-la-espalda-en-plena-calle/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-03;COLOMBIA;AMAZONÍA ORINOQUÍA;MIRAFLORES;GUAVIARE;;ARTEFACTO EXPLOSIVO;Un ataque con drones se registró en el batallón militar de Miraflores, el hecho no dejó personas heridas y las autoridades atribuyen el ataque a las disidencias al mando de alias 'Iván Mordisco'.;https://x.com/BluRadioCo/status/1918800732146287044?t=pQcRoRWAV0ATMbob5Nuvew&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-03;COLOMBIA;PACÍFICA;CALOTO;CAUCA;;ARTEFACTO EXPLOSIVO;Una moto - bomba fue detonada en la zona urbana de Caloto cerca a la estación de Policía. Posteriormente, los uniformados en la estación fueron atacados con ráfagas de fusil. Los daños fueron materiales.;https://x.com/lafm/status/1918810562068193549?t=fm3Jr2W0ahzDrZiGrwdU0g&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-03;COLOMBIA;OCCIDENTE / EJE CAFETERO;ARMENIA;ANTIOQUIA;;INCAUTACIÓN;En una operación conjunta entre la Policía Nacional, la DEA y la Fiscalía, fueron incautadas 2 toneladas de cocaína camufladas en camiones con logos falsos de la Aeronautica Civil que pretendían ingresar al aeropuerto de Armenía.;https://www.semana.com/nacion/articulo/dea-y-policia-decomisan-mas-de-dos-toneladas-de-cocaina-en-aeropuerto-de-armenia/202548/?s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-04;COLOMBIA;OCCIDENTE / EJE CAFETERO;SAN BERNARDO DEL VIENTO;CORDOBA;;PP/ ARTEFACTO EXPLOSIVO;En el municipio de San Bernardo del Viento, una unidad adscrita a la Brigada de Infantería de Marina No. 1 fue atacada con explosivos mientras realizaba maniobras de abastecimiento a las unidades tácticas. No se reportaron daños graves.;https://www.eluniversal.com.co/sucesos/2025/05/04/atacan-con-explosivos-a-vehiculo-militar-mientras-realizaba-un-recorrido/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-04;COLOMBIA;OCCIDENTE / EJE CAFETERO;FRONTINO;ANTIOQUIA;;PP / HOMICIDIO;"En zona rural de Frontino se registró un hostigamiento a soldados de la Cuarta Brigada del Ejército donde murió Alejandro José Bejarano González, quien se encontraba prestando su servicio militar. Otro uniformado de 19 años resultó herido y fue trasladado a Medellín.
";https://x.com/BLUAntioquia/status/1919026237810340060?t=EJIT9l4BHvEIkMPfSd4UOw&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-04;COLOMBIA;PACÍFICA;JAMUNDÍ;VALLE DEL CAUCA;;SECUESTRO;Alrededor de las 8 de la noche del 3 de mayo, en el sector de Potrerito, fue raptado un menor de 11 años, hijo de un comerciante local. El ministro de Defensa, Pedro Sánchez, confirmó el secuestro y señaló como principal responsable a alias 'Marlon', uno de los jefes de la estructura Jaime Martínez, que está bajo el mando de alias 'Iván Mordisco'. A la fecha se desconoce el paredero del menor, pero se presume que posiblemente haya sido trasladado al departamento del Cauca y por el que se ofrecen 200 millones de recompensa por la información que conduzca a su paradero.;https://www.infobae.com/colombia/2025/05/05/ministerio-de-defensa-atribuyo-el-secuestro-de-un-menor-de-11-anos-en-jamundi-a-las-disidencias-de-ivan-mordisco/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-04;COLOMBIA;PACÍFICA;PADILLA;CAUCA;;HOMICIDIO;"Asesinaron al influencer Alberto Mera junto a su amigo José Erlin Quintero Guazá, cuando transitaban por zona rural del municipio de Padilla, los dos recibieron múltiples impactos de bala. El ataque se registró en la noche del sábado 3 de mayo en el sector conocido como Yarumales.

";"https://x.com/radio1040am/status/1919042215780782242?t=RBLzIeXBfdi4kCiIOTHMyg&s=08

https://www.infobae.com/colombia/2025/05/05/influencer-fue-asesinado-a-balazos-en-zona-rural-de-padilla-cauca/";;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-04;COLOMBIA;CARIBE;CARTAGENA;BOLIVAR;;PP / ATAQUE;"En el barrio Alto Bosque de Cartagena, una patrullera de la Policía Nacional fue herida durante un enfrentamiento armado con presuntos sicarios. La uniformada fue abordada cuando salía de su vivienda por un hombre que se movilizaba en una motocicleta para robarle la cadena; sin embargo, decidió enfrentarlos. La mujer que se encontraba de civil forcejeó con el delincuente y, pese a recibir dos impactos de bala en un brazo y en la pierna, logró quitarle el arma y hacerle varios disparos al agresor, que posteriormente fue detenido. Al parecer el atentado haría parte del plan pistola del Clan del Golfo.";"https://www.eltiempo.com/colombia/otras-ciudades/una-patrullera-de-la-policia-enfrento-a-tiros-a-sicarios-que-la-atacaron-en-cartagena-3450401

https://www.wradio.com.co/2025/05/05/policia-herida-durante-atraco-en-cartagena-enfrento-al-delincuente-y-ayudo-a-su-detencion/";;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-05;COLOMBIA;SANTANDERES;TIBÚ;NORTE DE SANTANDER;;HOMICIDIO;En el barrio Barco del municipio de Tibú, llegaron en motocicleta dos hombres armados y en plena vía pública dispararon indiscriminadamente contra tres personas, quienes fueron trasladadas al hospital Regional y que por la gravedad de las heridas fallecieron. Las víctimas fueron identificadas como José Luis Flórez, José Hipólito Vega y Melqui Antonio Vega. ;https://www.rcnradio.com/colombia/santanderes/alerta-en-tibu-masacre-deja-tres-muertos-mientras-autoridades-investigan-dos-crimenes-mas;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-05;COLOMBIA;PACÍFICA;POPAYÁN;CAUCA;;ARTEFACTO EXPLOSIVO;En las últimas horas fue lanzada una granada de fragmentación contra el CAI del barrio El Mirador, al occidente de Popayán. La acción criminal, que no dejó víctimas fatales, ni heridos, tenía como objetivo, al parecer, afectar directamente a los uniformados.;https://www.elpais.com.co/judicial/hasta-diez-millones-pesos-de-recompensa-por-informacion-que-permita-la-captura-de-los-responsables-del-ataque-al-cai-no-7-de-popayan-0540.html;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-05;COLOMBIA;ANDINA;BOGOTA D.C.;BOGOTÁ D.C.;;HOMICIDIO;En la localidad de Usme, barrio el Codito, fueron asesinadas tres personas, que al parecer serían integrantes de una misma familia. El hecho se trataría de un atentado de sicariato. ;https://www.noticiascaracol.com/colombia/bogota/detalles-sobre-la-masacre-en-usaquen-que-dejo-a-dos-hombres-y-una-mujer-muertos-rg10;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-05;COLOMBIA;OCCIDENTE / EJE CAFETERO;ALTO BAUDÓ;CHOCO;;PARO ARMADO;ELN levantó el paro armado que fectó a más de 30 mil personas quienes viven en inmediaciones del río Baudó. Este es el segundo paro que este grupo ilegal a realizado en este año, afectando 153 comunidades (127 de ellas son indígenas y 26 afrodescendientes).;https://www.bluradio.com/nacion/eln-dice-que-levanta-paro-armado-en-choco-afectaron-a-mas-de-30-000-personas-segun-defensoria-rg10;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-05;COLOMBIA;CARIBE;BARRANQUILLA;ATLÁNTICO;;HURTO;En horas de la tarde en el centro comercial Éxito Metropolitano, un grupo de sujetos fuertemente armados asaltaron a dos personas que llevaban una bolsa de dinero, las víctimas eran de una empresa transportadora de valores. En el hecho hubo intercambio de disparos, uno de los vigilantes resultó herido.;https://www.semana.com/nacion/barranquilla/articulo/fuerte-balacera-en-centro-comercial-de-barranquilla-tras-intento-de-robo-a-carro-de-valores-todo-quedo-en-video/202516/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-05;COLOMBIA;OCCIDENTE / EJE CAFETERO;PUEBLO NUEVO;CORDOBA;VEREDA TIERRA SANTA;PP / HOMICIDIO;Los soldados profesionales Mauricio José Pertuz Ochoa y Mario Alberto Pérez González del Ejército Nacional fueron asesinados en una emboscada perpetrada por el Clan del Golfo en zona rural. Los uniformados hacían parte de una unidad militar que escoltaba a funcionarios de la Unidad de Restitución de Tierras. Cuando regresaban de la misión, fueron sorprendidos en una emboscada lo que desató un fuerte enfrentamiento.;https://www.bluradio.com/nacion/emboscada-del-clan-del-golfo-al-ejercito-cobro-la-vida-de-dos-soldados-rs15;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-06;COLOMBIA;SANTANDERES;PUERTO RONDÓN;ARAUCA;;LIBERACIÓN SECUESTRADO ;El soldado regular Jaiber Arley Castillo Guerrero, adscrito al Batallón de Policía Militar N.° 13, fue liberado en zona rural de Puerto Rondón luego de permanecer secuestrado por tres días por la guerrilla del ELN. Castillo Guerrero será ingresado al Hospital Militar Central para la valoración de su estado de salud física y mental.;"https://x.com/rcnradio/status/1919827846710567332?t=dHdRD3xIZGgNmgJwW-hTWw&s=08

https://lavozdelcinaruco.com/eln-libero-a-un-soldado-que-fue-secuestrado-en-arauca/";;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-06;COLOMBIA;PACÍFICA;PUERTO TEJADA;CAUCA;;ATAQUE ;Como Cristian Ortega fue identificado el patrullero de la Policía Nacional que resultó herido en medio de los controles que se adelantaron en el municipio de Puerto Tejada. Las autoridades procedian a requisar a dos sujetos, cuando fueron atacados con ama de fuego.;https://www.elpais.com.co/judicial/policia-herido-tras-ser-atacado-a-disparos-cuando-pretendia-requisar-a-dos-jovenes-en-el-barrio-alto-de-paris-de-puerto-tejada-cauca-0548.html;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-06;COLOMBIA;SANTANDERES;ARAUCA;ARAUCA;;ATAQUE;Una nueva acción armada se presentó la noche del martes 6 de mayo en el corregimiento de Puerto Jordán, en el el batallón José María Mantilla que fue blanco de ráfagas disparadas por hombres armados. Hasta el momento no hay un reporte oficial sobre los posibles daños materiales o personales ocasionados durante el ataque.;https://www.infobae.com/colombia/2025/05/07/no-corran-que-es-peor-impactante-video-revela-ataque-armado-al-batallon-jose-maria-mantilla-en-arauca/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-06;COLOMBIA;SANTANDERES;ARAUQUITA;ARAUCA;;ATAQUE;Fue hostigada la Estación de Policía del municipio de Arauquita, cuando sujetos con armas largas dispararon en repetidas ocasiones contra la garita N. 4 de la estación, los delincuentes se movilizaban en una motocicleta de alto cilindraje. Al parecer, un uniformado resultó herido en este ataque. ;"https://x.com/Arauca1Noticias/status/1919880605506142662?t=Z9eCo-GR1Ae8kbFFo5-QyA&s=08

https://lavozdelcinaruco.com/ataque-contra-la-policia-puso-en-riesgo-a-estudiantes-las-instalaciones-de-un-colegio-y-una-biblioteca-alcalde-de-arauquita/

";;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-07;COLOMBIA;OCCIDENTE / EJE CAFETERO;QUIBDÓ;CHOCO;;ATAQUE;En el corregimiento de Tutunendo de Quibdó, fue atacada la subestación de la Policía Nacional con armas de fuego por personas que aún no se han identificado. En el atentado resultó herido un uniformado. Estos momentos de pánico lo vivieron los alumnos del colegio Cristo Rey del mencionado municipio.;"https://x.com/revistachoco1/status/1920182554839109953?t=lvDkeM9e0ASgc9uF9SVcrA&s=08

https://x.com/LaChivadeUraba/status/1920191759818072450?t=5RmFER0qmbfDFwRWpSP6RA&s=08

https://www.alertapaisa.com/noticias/nacional/emboscada-una-patrulla-en-el-corregimiento-de-tutunendo-choco-dejo-un-policia
";;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-07;COLOMBIA;PACÍFICA;SUAREZ;CAUCA;;ATAQUE;Un grupo armado ilegal lanzó explosivos desde dos volquetas y realizó disparos de fusil contra la base del Ejército Nacional de ‘La Salvajina’ ubicada en zona rural de Suárez. De este hecho violento, un militar resultó herido y se reportó fuera de peligro. El hecho ocurrió cerca de la represa de La Salvajina y fue repelido por las tropas con apoyo aéreo. Además, en otro punto del mismo municipio se registró otro hostogamiento similar a la fuerza pública que no dejo víctimas.;"https://x.com/EnterateCali/status/1920223494454812989?t=maVyKa4Ihvx7OXFkpDBm0g&s=08

https://www.elpais.com.co/judicial/soldados-y-policias-fueron-hostigados-por-disidentes-de-las-farc-en-varios-puntos-del-municipio-de-suarez-cauca-0726.html

https://www.bluradio.com/regiones/pacifico/atacan-con-explosivos-base-militar-en-suarez-cauca-disidencias-serian-responsables-so35";;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-07;COLOMBIA;AMAZONÍA ORINOQUÍA;MAPIRIPaN;GUAINIA;;SECUESTRO;"En la escuela rural de Itiviare, jurisdicción del municipio Mapiripan; hombres armados, al parecer pertenecientes a las disidencias del Frente 39 de las FARC, frente a alumnos y docente secuestraron a dos empleados técnicos de la Unión Temporal Zonas Comunitarias para la Paz, que se encontraban realizando labores de mantenimiento en la sede educativa. Se conoce que los criminales exigen para su liberación la suma de 50 millones de pesos.";" SECCIÓN DE POLICIA JUDICIAL CTI META.

SECUESTRO CIVILES EN MAPIRIPAN ";;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-07;COLOMBIA;ANDINA;BOGOTA D.C.;BOGOTÁ D.C.;;HURTO;En horas de la tarde se registró una fuerte balacera en el parque de la 93, dos hombres que intentaron robar un reloj de lujo a una persona que se encontraba en la zona, fueron repelados por personal de la Policía Nacional. Uno de los ladrones resultó herido y capturado mientras el otro logró escapar.;https://www.bluradio.com/regiones/bogota/volvieron-los-rolex-intento-de-robo-por-lujoso-reloj-termino-en-balacera-en-bogota-so35;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-07;COLOMBIA;CARIBE;SANTA MARTA;MAGDALENA;;BLOQUEO;En la entrada del barrio Bastidas, en la vía alterna al puerto un grupo de jóvenes se enfrentaron con piedras, bloqueando y alterando la movilidad de la zona. Estos hecho fueron originados por riñas entre presuntas bandas callejeras.;https://www.elinformador.com.co/index.php/judiciales/71-judiciales-local/333626-nuevo-enfrentamiento-entre-jovenes-altera-el-orden-publico-en-la-via-alterna-de-santa-marta;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-07;COLOMBIA;ANDINA;SANTA MARÍA;HUILA ;;PANCARTAS;Ciudadanos reportaron la instalación de vallas con mensajes e insignias del Bloque Central Comandante Isaías Pardo, grupo disidente de las FARC.;https://x.com/diariodelhuila/status/1920229657347305977?t=gPqj28iLDH0Yp7mKQD7CtA&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-07;COLOMBIA;CARIBE;BARRANQUILLA;ATLÁNTICO;;AMENAZAS ;Hostigamientos y amenazas contra líderes comunitarios en la Vereda Las Nubes, Conpazol realiza denuncia y solicita garantizar la proteccion e integridad de los lideres comunitarios. ;https://x.com/ConpazCol_/status/1920224975694242044?t=F0oAsguvLO9ojcWjrVpufw&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-07;COLOMBIA;ANDINA;BOGOTA D.C.;BOGOTA;;HOMICIDIO ;En el barrio Las Delicias, fue encontrado en un pastizal una pantorrilla humana y a pocos metros en una alcantarilla encontraron un pie izquierdo de una mujer. posiblemente las extremidades fueron cortadas con un hacha.;"
https://www.qhubobogota.com/judiciales/aterrador-pierna-delicias/?feed_id=75296&_unique_id=681c05edb640b&s=08";;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-06;COLOMBIA;OCCIDENTE / EJE CAFETERO;REMEDIOS;ANTIOQUIA;;PRESENCIA GAOR;Durante un consejo de seguridad, el Clan del Golfo reunió a comerciantes para hablar sobre extorsiones económicas, que oscilaban entre 15 y 30 millones de pesos mensuales. La reunión ocurrió mientras el gobierno realizaba acciones contra la violencia en la región, ante la situación, el gobernador ofreció una recompensa de hasta 50 millones de pesos por información sobre los responsables.;https://caracol.com.co/2025/05/08/denuncia-durante-el-consejo-de-seguridad-en-remedios-el-clan-del-golfo-reunio-a-la-comunidad/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-08;COLOMBIA;SANTANDERES;BARRANCABERMEJA;SANTANDER;;HOMICIDIO ;En el asentamiento humano Centenario del municipio fue encontrado un cadaver de una mujer desmembrado y con dos impactos de bala en la cara y otros signos de violencia.;https://caracol.com.co/2025/05/08/autoridades-investigan-el-hallazgo-de-cuerpo-desmembrado-de-una-joven-en-barrancabermeja/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-08;COLOMBIA;PACÍFICA;TULUÁ;VALLE DEL CAUCA;corregimiento piedritas;HOMICIDIO;Fue asesinado un reconocido lider social y presidente de la acción comunal del corregimiento de Piedritas, por hombres que le dispararon en varias ocaciones, fue trasladado a un centro hospitalario donde falleció.;https://x.com/Indepaz/status/1920441367051796722?t=0rYO_dvanQwBkS1v5-YJ2A&s=08;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-08;COLOMBIA;PACÍFICA;CALI;VALLE DEL CAUCA;;PLANTON;Frente a las instalaciónes de la FGN, se presento un plantón pacífico, donde familiares, amigos y miembros de la comunidad exigian la liberación inmediata del niño de 11 años secuestrado en Jamundí el dia sabado 3 de mayo.;https://www.elpais.com.co/cali/planton-frente-a-la-fiscalia-exige-acciones-urgentes-por-nino-secuestrado-en-jamundi-liberen-a-liam-ya-0855.html;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-08;COLOMBIA;SANTANDERES;TIBÚ;NORTE DE SANTANDER;vereda Guachiman;SECUESTRO;En la vereda Guachiman, cuatro jóvenes entre ellos una menor de dos años, fueron secuestrados de su viviendas al parecer por presuntos guerrilleros del 'ELN'. Quienes luego lograron fugarse de sus captores y ser refugiados por la comunidad mientras lograron llegar a un refugio humanitario.;"REPORTE SECCION DE POLICIA JUDICIAL CTI – NORTE DE SANTANDER
";;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-08;COLOMBIA;PACÍFICA;PASTO;NARIÑO ;;HOMICIDIO;Dos soldados murieron y cinco resultaron heridos en un incidente ocurrido en el Batallón de Ingenieros de Construcción N.º 52, ubicado en el corregimiento de Jamondino. El hecho se produjo cuando un soldado accionó su arma de dotación contra sus compañeros, en lo que ha sido descrito como un posible acto de intolerancia dentro de la unidad militar.;"https://www.infobae.com/colombia/2025/05/08/dos-soldados-muertos-y-cinco-heridos-dejo-un-supuesto-altercado-en-un-batallon-del-ejercito-en-pasto-esto-se-sabe/


REPORTE DIRECCIÓN SECCIONAL DE FISCALÍAS - SECCION DE POLICIA JUDICIAL CTI NARIÑO";;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-08;COLOMBIA;PACÍFICA;ARGELIA;VALLE DEL CAUCA;;HOMICIDIO MÚLTIPLE;Se registra el asesinato de tres hombres con arma de fuego, en la vereda El Crucero. Hasta el momento no se conoce su identidad y tampoco más detalles del hecho;"https://www.eltiempo.com/colombia/otras-ciudades/atencion-autoridades-investigan-la-masacre-de-tres-personas-en-zona-rural-de-argelia-norte-del-valle-del-cauca-3452167


REPORTE SECCIÓN POLICÍA JUDICIAL CTI VALLE DEL CAUCA";;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-08;COLOMBIA;PACÍFICA;PALMIRA;VALLE DEL CAUCA;;ATAQUE; Un hombre armado ingresó a la la Universidad del Valle y atacó a dos mujeres con un arma de fuego. Posteriormente, el agresor se quitó la vida en el lugar de los hechos.;https://www.elpais.com.co/judicial/balacera-en-la-universidad-del-valle-en-palmira-hombre-ataco-a-dos-mujeres-y-luego-se-quito-la-vida-0842.html;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-08;COLOMBIA;SANTANDERES;FORTUL;ARAUCA;;SECUESTRO;En la vereda La Esmeralda dos funcionarios del CTI fueron retenidos por hombres armados. Según el Ejército, los interceptó el ELN mientras se desplazaban entre Fortul y Arauquita, y fueron llevados con rumbo desconocido.;https://www.eltiempo.com/colombia/otras-ciudades/secuestran-a-dos-funcionarios-del-cti-de-la-fiscalia-en-arauca-eln-acepto-la-autoria-y-dio-detalles-del-rapto-3452202;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-09;COLOMBIA;PACÍFICA;PASTO;NARIÑO ;JAMONDINO;ARTEFACTO EXPLOSIVO ;Sujetos instalaron un artefacto explosivo en la subestación de Policía, sujetos lanzaron un explosivo improvisado de bajo poder sobre la subestación, no se registran personas heridas tras este hecho, y se adelanta un consejo de seguridad extraordinario para analizar la situación.  ;"REPORTE DIRECCIÓN SECCIONAL DE FISCALÍAS - SECCION DE POLICIA JUDICIAL CTI NARIÑO.


https://x.com/CaracolPasto/status/1920826549575573583?t=SDpm5zQ3SCm0bKgemt_puA&s=08
";;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-09;COLOMBIA;SANTANDERES;TIBÚ;NORTE DE SANTANDER;Guachimán ;LIBERACIÓN ;Cuatro jóvenes que habrían sido secuestrados el 7 de mayo en la vereda Guachimán por hombres armados del ELN, lograron fugarse y fueron protegidos por la comunidad hasta llegar a un refugio humanitario.;"REPORTE SECCION DE POLICIA JUDICIAL CTI – NORTE DE SANTANDER

https://www.alertasantanderes.com/norte-santander/cuatro-secuestrados-por-el-eln-se-fugaron-en-zona-rural-de-tibu";;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-09;ECUADOR;AMAZONÍA ORINOQUÍA;;ALTO PUNINO;;EMBOSCADA;"Once militares ecuatorianos fueron asesinados en una emboscada perpetrada por el grupo armado Comandos de la Frontera, una disidencia de las FARC; el ataque ocurrió durante un operativo contra la minería ilegal. Además de las víctimas mortales, un soldado resultó herido y un miembro del grupo armado falleció.";https://www.elcolombiano.com/internacional/militares-ecuatorianos-muertos-emboscada-farc-amazonia-frontera-CA27364512;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-09;COLOMBIA;OCCIDENTE / EJE CAFETERO;MEDELLÍN;ANTIOQUIA;;HOMICIDIO;Una mujer fue asesinada en el Mall del Este mientras se encontraba en compañia de su pareja. La víctima, suegra del cantante Pipe Calderón, fue atacada dentro de un vehículo por un hombre que luego huyó.;https://www.elcolombiano.com/medellin/suegra-de-pipe-calderon-asesinada-en-mall-del-este-medellin-AA27364613;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-10;COLOMBIA;CARIBE;RIOHACHA;LA GUAJIRA;;HOMICIDIO;Una camioneta que se desplazaba entre la vía Uribía - Riohacha, fue atacada por hombres armados.  Tras el hecho una mujer falleció y otras dos personas resultaron heridas.;https://www.bluradio.com/regiones/caribe/una-joven-nutricionista-muerta-y-dos-heridos-deja-intento-de-atraco-en-la-guajira-rg10;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-10;COLOMBIA;OCCIDENTE / EJE CAFETERO;PIJAO;QUINDIO;;RESCATE;Una mujer oriunda de Chinchiná, fue rescatada tras estar seis días secuestrada por un hombre que la habría contactado mediante redes sociales. El operativo fue realizado por el Gaula y el CTI.;https://www.elpais.com.co/judicial/encuentran-a-mujer-que-habria-sido-secuestrada-en-el-eje-cafetero-asi-fue-el-rescate-1054.html;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-10;COLOMBIA;ANDINA;BOGOTA D.C.;BOGOTÁ D.C.;;HOMICIDIO MÚLTIPLE;Tres hombres fueron asesinados en un bar ubicado en el barrio Marco Fidel Suárez, en la localidad de Rafael Uribe Uribe. Las víctimas posiblemente tendrían deudas con organizaciones criminales que operan en la zona. ;https://extra.com.co/triple-homicidio/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-10;COLOMBIA;CARIBE;CURUMANÍ;CESAR;;ARTEFACTO EXPLOSIVO;Un ataque con un posible cilindro bomba fue dirigido contra un grupo de policías de carreteras en San Roque. Dos uniformados resultaron heridos en el hecho.;https://www.rcnradio.com/colombia/caribe/dos-policias-heridos-dejo-ataque-con-explosivos-en-curumani-cesar#google_vignette;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-10;COLOMBIA;PACÍFICA;INZÁ;CAUCA;"Zona Tierra Adentro
Territorio Ancentral de la Gaitana";HOMICIDIO;En la finca El Belen en zona de Tierradentro, fue hallado muerto con multiples heridas de arma blanca, Teófilo González Coqui mayor espiritual del cabildo indigena del territorio de La Gaitana.;"https://www.elpais.com.co/judicial/encuentran-el-cadaver-del-medico-indigena-teofilo-gonzalez-coqui-en-la-zona-rural-de-inza-cauca-1051.html

Reporte Sección de Policía Judicial CTI Cauca ";;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-11;COLOMBIA;SANTANDERES;ARAUCA;ARAUCA;;PRUEBAS DE SUPERVIVIENCIA;El ELN reveló una prueba de supervivencia de dos funcionarios del CTI secuestrados el 8 de mayo. En un video, ambos servidores confirmaron estar con vida y enviaron mensajes a sus familias. El grupo armado aseguró que están siendo procesados según su normatividad.;https://www.rcnradio.com/colombia/sur/revelan-pruebas-de-supervivencia-de-funcionarios-de-la-fiscalia-secuestrados-por-el-eln-en-arauca;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-11;COLOMBIA;SANTANDERES;GIRÓN;SANTANDER;;HOMICIDIO;En vía publica un soldado activo de la Armada Nacional, fue asesinado mientras se encontraba de permiso. El joven de 19 años departía con amigos cuando fue atacado por hombres que se transportaban en una moto.;"https://www.bluradio.com/regiones/santanderes/soldado-de-la-armada-fue-asesinado-en-giron-en-presunto-caso-de-sicariato-rg10
";;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-11;COLOMBIA;CARIBE;SINCELEJO;SUCRE;;CAPTURA;Mediante un operativo coordinado entre la fuerza pública y organismos de inteligencia, se llevó a cabo la captura de Luis Fernando Mórelo García, alias ‘35’, señalado como el maximo lider del Clan del Golfo en Sucre. ;https://www.noticiasrcn.com/colombia/capturan-a-alias-35-jefe-del-clan-del-golfo-en-sucre-889234;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-11;COLOMBIA;CARIBE;MALAMBO;ATLÁNTICO;;HOMICIDIO;En una zona enmontada en el barrio Villa Bertha, encontraron el cuerpo sin vida de un joven de 18 años que llevaba varios días desaparecido. Al parecer, los familiares del joven habrían sido contactados por una banda criminal que los estaba extorsionando.;https://www.semana.com/nacion/barranquilla/articulo/el-macabro-hallazgo-del-cuerpo-de-un-joven-semienterrado-en-malambo-atlantico/202521/;;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-11;COLOMBIA;SANTANDERES;EL TARRA;NORTE DE SANTANDER;;ATAQUE;Un atentado con granada fue dirigido contra la estación de Policía, impactando una garita y dejando un uniformado herido y varios más afectados por esquirlas.;"https://www.wradio.com.co/2025/05/12/atentado-contra-la-fuerza-publica-en-el-catatumbo/


REPORTE SECCION DE POLICIA JUDICIAL CTI – NORTE DE SANTANDER";;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-11;COLOMBIA;OCCIDENTE / EJE CAFETERO;CAUCASIA;ANTIOQUIA;;CAPTURA;En una operación contra estructuras criminales, la Policía Nacional capturó a Sebastián Chavarría Mazo, alias “Guacha” o “Boquinche”, líder del Clan del Golfo, señalado por su presunta participación en homicidios selectivos y uno de los más buscados en Antioquia.;"https://caracol.com.co/2025/05/11/capturan-a-lider-del-clan-del-golfo-en-caucasia/
";;;;;;;;;;;;;;;;;;;;;;;;;
2025-05-11;COLOMBIA;SANTANDERES;SARAVENA;ARAUCA;;SECUESTRO;Wilber Fabián Pérez Mojica, de 18 años dedicado a la recolección de leche, fue secuestrado el 8 de mayo en zona rural de Saravena. Hombres armados lo sacaron a la fuerza de su casa. ;"REPORTE SECCION DE POLICÍA JUDICIAL  ARAUCA

https://lavozdelcinaruco.com/denuncian-secuestro-de-joven-recolector-de-leche-en-saravena/
";;;;;;;;;;;;;;;;;;;;;;;;;
